arr_teff_coolstar,arr_t0roche_coolstar_Earth,arr_t0roche_coolstar_Earth_lower,arr_t0roche_coolstar_Earth_upper,arr_t0roche_coolstar_SuperEarth,arr_t0roche_coolstar_SuperEarth_lower,arr_t0roche_coolstar_SuperEarth_upper
3.149899799599198559e+03,1.635140180853983111e+03,1.599759606890879013e+03,1.668109119097953453e+03,1.701487998028076163e+03,1.664671813907319802e+03,1.735794691354238921e+03
3.155711422845691231e+03,1.641421529390946489e+03,1.606282091689981598e+03,1.674429320296178048e+03,1.708024219981531132e+03,1.671458956522332528e+03,1.742371342463311066e+03
3.161523046092184359e+03,1.647709280582334486e+03,1.612808582827366763e+03,1.680754121629732026e+03,1.714567104384962477e+03,1.678250268037714932e+03,1.748952780363842749e+03
3.167334669338677486e+03,1.654003367393231656e+03,1.619339030678254858e+03,1.687083479601695217e+03,1.721116581483430309e+03,1.685045696815099745e+03,1.755538959793971799e+03
3.173146292585170158e+03,1.660303723447553693e+03,1.625873386350632700e+03,1.693417351061743148e+03,1.727672582207560481e+03,1.691845191978622097e+03,1.762129835852497536e+03
3.178957915831663286e+03,1.666610283012078753e+03,1.632411601654505830e+03,1.699755693195268577e+03,1.734235038156923792e+03,1.698648703382918711e+03,1.768725363987557557e+03
3.184769539078156413e+03,1.672922980980879174e+03,1.638953629072489093e+03,1.706098463512844319e+03,1.740803881583840848e+03,1.705456181582528643e+03,1.775325499985663555e+03
3.190581162324649085e+03,1.679241752860187717e+03,1.645499421731689608e+03,1.712445619840048039e+03,1.747379045377629836e+03,1.712267577802633241e+03,1.781930199961114567e+03
3.196392785571142213e+03,1.685566534753640099e+03,1.652048933376807781e+03,1.718797120307610385e+03,1.753960463049253349e+03,1.719082843911067812e+03,1.788539420345744020e+03
3.202204408817635340e+03,1.691897263347921125e+03,1.658602118344396558e+03,1.725152923341871201e+03,1.760548068716381295e+03,1.725901932391534956e+03,1.795153117878990315e+03
3.208016032064128012e+03,1.698233875898766200e+03,1.665158931538237994e+03,1.731512987655557936e+03,1.767141797088823751e+03,1.732724796317982282e+03,1.801771249598297572e+03
3.213827655310621140e+03,1.704576310217349373e+03,1.671719328405762553e+03,1.737877272238852129e+03,1.773741583454366037e+03,1.739551389330065604e+03,1.808393772829825821e+03
3.219639278557114267e+03,1.710924504656989939e+03,1.678283264915461132e+03,1.744245736350734433e+03,1.780347363664937802e+03,1.746381665609642369e+03,1.815020645179437679e+03
3.225450901803607394e+03,1.717278398100226696e+03,1.684850697535263180e+03,1.750618339510609985e+03,1.786959074123163646e+03,1.753215579858275760e+03,1.821651824523988353e+03
3.231262525050100066e+03,1.723637929946210988e+03,1.691421583211821826e+03,1.756995041490189578e+03,1.793576651769239561e+03,1.760053087275676489e+03,1.828287269002876656e+03
3.237074148296593194e+03,1.730003040098411702e+03,1.697995879350647783e+03,1.763375802305625712e+03,1.800200034068144078e+03,1.766894143539032029e+03,1.834926937009862286e+03
3.242885771543086321e+03,1.736373668952648814e+03,1.704573543797089087e+03,1.769760582209895119e+03,1.806829158997185232e+03,1.773738704783212370e+03,1.841570787185136851e+03
3.248697394789578993e+03,1.742749757385411840e+03,1.711154534818065940e+03,1.776149341685412992e+03,1.813463965033843124e+03,1.780586727581768173e+03,1.848218778407641139e+03
3.254509018036072121e+03,1.749131246742473422e+03,1.717738811084590225e+03,1.782542041436870704e+03,1.820104391143923522e+03,1.787438168928736786e+03,1.854870869787611809e+03
3.260320641282565248e+03,1.755518078827790532e+03,1.724326331654964406e+03,1.788938642384295463e+03,1.826750376770006824e+03,1.794292986221160163e+03,1.861527020659358186e+03
3.266132264529057920e+03,1.761910195892676938e+03,1.730917055958683250e+03,1.795339105656315269e+03,1.833401861820184877e+03,1.801151137242335835e+03,1.868187190574254146e+03
3.271943887775551048e+03,1.768307540625243064e+03,1.737510943780972639e+03,1.801743392583630566e+03,1.840058786657065866e+03,1.808012580145726588e+03,1.874851339293946239e+03
3.277755511022044175e+03,1.774710056140093911e+03,1.744107955247955715e+03,1.808151464692682339e+03,1.846721092087061606e+03,1.814877273439522696e+03,1.881519426783763492e+03
3.283567134268537302e+03,1.781117685968274600e+03,1.750708050812402234e+03,1.814563283699490057e+03,1.853388719349918802e+03,1.821745175971817616e+03,1.888191413206305924e+03
3.289378757515029974e+03,1.787530374047470787e+03,1.757311191240050221e+03,1.820978811503702218e+03,1.860061610108527930e+03,1.828616246916370983e+03,1.894867258915254070e+03
3.295190380761523102e+03,1.793948064712433052e+03,1.763917337596465813e+03,1.827398010182792177e+03,1.866739706438951771e+03,1.835490445758935948e+03,1.901546924449327435e+03
3.301002004008016229e+03,1.800370702685632295e+03,1.770526451234413116e+03,1.833820841986442019e+03,1.873422950820709048e+03,1.842367732284118119e+03,1.908230370526442812e+03
3.306813627254508901e+03,1.806798233068152967e+03,1.777138493781713123e+03,1.840247269331071720e+03,1.880111286127293170e+03,1.849248066562739723e+03,1.914917558038021753e+03
3.312625250501002029e+03,1.813230601330782520e+03,1.783753427129591728e+03,1.846677254794547707e+03,1.886804655616901528e+03,1.856131408939718085e+03,1.921608448043479711e+03
3.318436873747495156e+03,1.819667753305325277e+03,1.790371213421457696e+03,1.853110761111019656e+03,1.893503002923397617e+03,1.863017720022381809e+03,1.928303001764860937e+03
3.324248496993987828e+03,1.826109635176116626e+03,1.796991815042111966e+03,1.859547751165919408e+03,1.900206272047480752e+03,1.869906960669251248e+03,1.935001180581625931e+03
3.330060120240480956e+03,1.832556193471730921e+03,1.803615194607384637e+03,1.865988187991094719e+03,1.906914407348055875e+03,1.876799091979246896e+03,1.941702946025596020e+03
3.335871743486974083e+03,1.839007375056892215e+03,1.810241314954140080e+03,1.872432034760078068e+03,1.913627353533819587e+03,1.883694075281294090e+03,1.948408259776023897e+03
3.341683366733466755e+03,1.845463127124571429e+03,1.816870139130688358e+03,1.878879254783490524e+03,1.920345055655031274e+03,1.890591872124341307e+03,1.955117083654814223e+03
3.347494989979959882e+03,1.851923397188251784e+03,1.823501630387525893e+03,1.885329811504574991e+03,1.927067459095469758e+03,1.897492444267730889e+03,1.961829379621874068e+03
3.353306613226453010e+03,1.858388133074386360e+03,1.830135752168442195e+03,1.891783668494839958e+03,1.933794509564582540e+03,1.904395753671937427e+03,1.968545109770582712e+03
3.359118236472945682e+03,1.864857282915027099e+03,1.836772468101944014e+03,1.898240789449836939e+03,1.940526153089816717e+03,1.911301762489651082e+03,1.975264236323393106e+03
3.364929859719438809e+03,1.871330795140609780e+03,1.843411741993008036e+03,1.904701138185047967e+03,1.947262336009108822e+03,1.918210433057190585e+03,1.981986721627556108e+03
3.370741482965931937e+03,1.877808618472918170e+03,1.850053537815119626e+03,1.911164678631875404e+03,1.954003004963566127e+03,1.925121727886220469e+03,1.988712528150946355e+03
3.376553106212424609e+03,1.884290701918186414e+03,1.856697819702614879e+03,1.917631374833746577e+03,1.960748106890289819e+03,1.932035609655785038e+03,1.995441618478009786e+03
3.382364729458917736e+03,1.890776994760381513e+03,1.863344551943295301e+03,1.924101190942328913e+03,1.967497589015379162e+03,1.938952041204618354e+03,2.002173955305824165e+03
3.388176352705410864e+03,1.897267446554605385e+03,1.869993698971306003e+03,1.930574091213823522e+03,1.974251398847074825e+03,1.945870985523738682e+03,2.008909501440240774e+03
3.393987975951903991e+03,1.903762007120664066e+03,1.876645225360270842e+03,1.937050040005378378e+03,1.981009484169058396e+03,1.952792405749299405e+03,2.015648219792156397e+03
3.399799599198396663e+03,1.910260626536779000e+03,1.883299095816676299e+03,1.943529001771586991e+03,1.987771793033915174e+03,1.959716265155711426e+03,2.022390073373864880e+03
3.405611222444889790e+03,1.916763255133418852e+03,1.889955275173479549e+03,1.950010941061063249e+03,1.994538273756710623e+03,1.966642527148984755e+03,2.029135025295498508e+03
3.411422845691382918e+03,1.923269843487279104e+03,1.896613728383951866e+03,1.956495822513134044e+03,2.001308874908729649e+03,1.973571155260326350e+03,2.035883038761580110e+03
3.417234468937875590e+03,1.929780342415392852e+03,1.903274420515726661e+03,1.962983610854586232e+03,2.008083545311345688e+03,1.980502113139947824e+03,2.042634077067642465e+03
3.423046092184368717e+03,1.936294702969360969e+03,1.909937316745071030e+03,1.969474270896512053e+03,2.014862234030019408e+03,1.987435364551099156e+03,2.049388103596945712e+03
3.428857715430861845e+03,1.942812876429710059e+03,1.916602382351328515e+03,1.975967767531232539e+03,2.021644890368423603e+03,1.994370873364290674e+03,2.056145081817273876e+03
3.434669338677354972e+03,1.949334814300367952e+03,1.923269582711584462e+03,1.982464065729293679e+03,2.028431463862699502e+03,2.001308603551741498e+03,2.062904975277807353e+03
3.440480961923847644e+03,1.955860468303261996e+03,1.929938883295480991e+03,1.988963130536533527e+03,2.035221904275832003e+03,2.008248519181981237e+03,2.069667747606079956e+03
3.446292585170340772e+03,1.962389790373027836e+03,1.936610249660241834e+03,1.995464927071234797e+03,2.042016161592146545e+03,2.015190584414676096e+03,2.076433362505003061e+03
3.452104208416833899e+03,1.968922732651822798e+03,1.943283647445831321e+03,2.001969420521332722e+03,2.048814186011908532e+03,2.022134763495589368e+03,2.083201783749972492e+03
3.457915831663326571e+03,1.975459247484259549e+03,1.949959042370298903e+03,2.008476576141694522e+03,2.055615927946055763e+03,2.029081020751739516e+03,2.089972975186026815e+03
3.463727454909819699e+03,1.981999287412434114e+03,1.956636400225268744e+03,2.014986359251471640e+03,2.062421338011021817e+03,2.036029320586703079e+03,2.096746900725099295e+03
3.469539078156312826e+03,1.988542805171065993e+03,1.963315686871586195e+03,2.021498735231500859e+03,2.069230367023678355e+03,2.042979627476086989e+03,2.103523524343313511e+03
3.475350701402805498e+03,1.995089753682721948e+03,1.969996868235082957e+03,2.028013669521778866e+03,2.076042965996368821e+03,2.049931905963122517e+03,2.110302810078350831e+03
3.481162324649298625e+03,2.001640086053157574e+03,1.976679910302522103e+03,2.034531127618989558e+03,2.082859086132056746e+03,2.056886120654443857e+03,2.117084722026881082e+03
3.486973947895791753e+03,2.008193755566744358e+03,1.983364779117634271e+03,2.041051075074095479e+03,2.089678678819569541e+03,2.063842236215964476e+03,2.123869224342054167e+03
3.492785571142284425e+03,2.014750715681976089e+03,1.990051440777304379e+03,2.047573477489972902e+03,2.096501695628922789e+03,2.070800217368908307e+03,2.130656281231041248e+03
3.498597194388777552e+03,2.021310920027086468e+03,1.996739861427869982e+03,2.054098300519111035e+03,2.103328088306758673e+03,2.077760028885959400e+03,2.137445856952639133e+03
3.504408817635270680e+03,2.027874322395741274e+03,2.003430007261545825e+03,2.060625509861365572e+03,2.110157808771863984e+03,2.084721635587539822e+03,2.144237915814933331e+03
3.510220440881763352e+03,2.034440876742817636e+03,2.010121844512947291e+03,2.067155071261747707e+03,2.116990809110779537e+03,2.091685002338193499e+03,2.151032422172996576e+03
3.516032064128256479e+03,2.041010537180266965e+03,2.016815339455739831e+03,2.073686950508278642e+03,2.123827041573492352e+03,2.098650094043098761e+03,2.157829340426657836e+03
3.521843687374749607e+03,2.047583257973060654e+03,2.023510458399375466e+03,2.080221113429881825e+03,2.130666458569218776e+03,2.105616875644671836e+03,2.164628635018307250e+03
3.527655310621242279e+03,2.054158993535210811e+03,2.030207167685942522e+03,2.086757525894326591e+03,2.137509012662264013e+03,2.112585312119290393e+03,2.171430270430755627e+03
3.533466933867735406e+03,2.060737698425871258e+03,2.036905433687102231e+03,2.093296153806214988e+03,2.144354656567963502e+03,2.119555368474104398e+03,2.178234211185143067e+03
3.539278557114228533e+03,2.067319327345508555e+03,2.043605222801129230e+03,2.099836963105003178e+03,2.151203343148699787e+03,2.126527009743956569e+03,2.185040421838878046e+03
3.545090180360721206e+03,2.073903835132150107e+03,2.050306501450020278e+03,2.106379919763080579e+03,2.158055025409997597e+03,2.133500200988376491e+03,2.191848866983637436e+03
3.550901803607214333e+03,2.080491176757705944e+03,2.057009236076718480e+03,2.112924989783879482e+03,2.164909656496698062e+03,2.140474907288687518e+03,2.198659511243401539e+03
3.556713426853707460e+03,2.087081307324350291e+03,2.063713393142395944e+03,2.119472139200024685e+03,2.171767189689189308e+03,2.147451093745183698e+03,2.205472319272527329e+03
3.562525050100200133e+03,2.093674182060976364e+03,2.070418939123825112e+03,2.126021334071521323e+03,2.178627578399723916e+03,2.154428725474389921e+03,2.212287255753861700e+03
3.568336673346693260e+03,2.100269756319723001e+03,2.077125840510823764e+03,2.132572540483987268e+03,2.185490776168798220e+03,2.161407767606408015e+03,2.219104285396907017e+03
3.574148296593186387e+03,2.106867985572552243e+03,2.083834063803780282e+03,2.139125724546908259e+03,2.192356736661593914e+03,2.168388185282339236e+03,2.225923372935998032e+03
3.579959919839679515e+03,2.113468825407895565e+03,2.090543575511237577e+03,2.145680852391936241e+03,2.199225413664489224e+03,2.175369943651768608e+03,2.232744483128538377e+03
3.585771543086172187e+03,2.120072231527373788e+03,2.097254342147559328e+03,2.152237890171224080e+03,2.206096761081644672e+03,2.182353007870339297e+03,2.239567580753261609e+03
3.591583166332665314e+03,2.126678159742547450e+03,2.103966330230647600e+03,2.158796804055784378e+03,2.212970732931619295e+03,2.189337343097376106e+03,2.246392630608529089e+03
3.597394789579158441e+03,2.133286565971753589e+03,2.110679506279737780e+03,2.165357560233891945e+03,2.219847283344083735e+03,2.196322914493591725e+03,2.253219597510662879e+03
3.603206412825651569e+03,2.139897406236983898e+03,2.117393836813238522e+03,2.171920124909499009e+03,2.226726366556567427e+03,2.203309687218837553e+03,2.260048446292298195e+03
3.609018036072144241e+03,2.146510636660822001e+03,2.124109288346650374e+03,2.178484464300699983e+03,2.233607936911274464e+03,2.210297626429940919e+03,2.266879141800788602e+03
3.614829659318637368e+03,2.153126213463433487e+03,2.130825827390514860e+03,2.185050544638214888e+03,2.240491948851949473e+03,2.217286697278565953e+03,2.273711648896623956e+03
3.620641282565130496e+03,2.159744092959610498e+03,2.137543420448448160e+03,2.191618332163900050e+03,2.247378356920803526e+03,2.224276864909173128e+03,2.280545932451881527e+03
3.626452905811623168e+03,2.166364231555861807e+03,2.144262034015192967e+03,2.198187793129290640e+03,2.254267115755487339e+03,2.231268094456987455e+03,2.287381957348712604e+03
3.632264529058116295e+03,2.172986585747564732e+03,2.150981634574754480e+03,2.204758893794169126e+03,2.261158180086123593e+03,2.238260351046061714e+03,2.294219688477847285e+03
3.638076152304609423e+03,2.179611112116147069e+03,2.157702188598558223e+03,2.211331600425152828e+03,2.268051504732379726e+03,2.245253599787359235e+03,2.301059090737131100e+03
3.643887775551102095e+03,2.186237767326335415e+03,2.164423662543679256e+03,2.217905879294317856e+03,2.274947044600598474e+03,2.252247805776908081e+03,2.307900129030087555e+03
3.649699398797595222e+03,2.192866508123441690e+03,2.171146022851080033e+03,2.224481696677840318e+03,2.281844754680981168e+03,2.259242934093973417e+03,2.314742768264507504e+03
3.655511022044088350e+03,2.199497291330683311e+03,2.177869235943932836e+03,2.231059018854652095e+03,2.288744590044794222e+03,2.266238949799305828e+03,2.321586973351048982e+03
3.661322645290581022e+03,2.206130073846573396e+03,2.184593268225959491e+03,2.237637812105143894e+03,2.295646505841654289e+03,2.273235817933416456e+03,2.328432709201887974e+03
3.667134268537074149e+03,2.212764812642331435e+03,2.191318086079817022e+03,2.244218042709866495e+03,2.302550457296837067e+03,2.280233503514898530e+03,2.335279940729367809e+03
3.672945891783567276e+03,2.219401464759340342e+03,2.198043655865512392e+03,2.250799676948261549e+03,2.309456399708624758e+03,2.287231971538774360e+03,2.342128632844677668e+03
3.678757515030059949e+03,2.226039987306657622e+03,2.204769943918884564e+03,2.257382681097420573e+03,2.316364288445724014e+03,2.294231186974918273e+03,2.348978750456559283e+03
3.684569138276553076e+03,2.232680337458541999e+03,2.211496916550077458e+03,2.263967021430851219e+03,2.323274078944684788e+03,2.301231114766467726e+03,2.355830258470026820e+03
3.690380761523046203e+03,2.239322472452048260e+03,2.218224540042091576e+03,2.270552664217273104e+03,2.330185726707405593e+03,2.308231719828313089e+03,2.362683121785112235e+03
3.696192384769538876e+03,2.245966349584633917e+03,2.224952780649331999e+03,2.277139575719427285e+03,2.337099187298633296e+03,2.315232967045591977e+03,2.369537305295626538e+03
3.702004008016032003e+03,2.252611926211819991e+03,2.231681604596226407e+03,2.283727722192912097e+03,2.344014416343538869e+03,2.322234821272245881e+03,2.376392773887946532e+03
3.707815631262525130e+03,2.259259159744877707e+03,2.238410978075826733e+03,2.290317069885018554e+03,2.350931369525302671e+03,2.329237247329569527e+03,2.383249492439806545e+03
3.713627254509017803e+03,2.265908007648560670e+03,2.245140867248489485e+03,2.296907585033608484e+03,2.357850002582757952e+03,2.336240210004832988e+03,2.390107425819127911e+03
3.719438877755510930e+03,2.272558427438854324e+03,2.251871238240552429e+03,2.303499233865989027e+03,2.364770271308050269e+03,2.343243674049909714e+03,2.396966538882849363e+03
3.725250501002004057e+03,2.279210376680783611e+03,2.258602057143045840e+03,2.310091982597810784e+03,2.371692131544353288e+03,2.350247604179931841e+03,2.403826796475779702e+03
3.731062124248496730e+03,2.285863812986224275e+03,2.265333290010435121e+03,2.316685797431986884e+03,2.378615539183592773e+03,2.357251965071983250e+03,2.410688163429475026e+03
3.736873747494989857e+03,2.292518694011781008e+03,2.272064902859395715e+03,2.323280644557617507e+03,2.385540450164237882e+03,2.364256721363823999e+03,2.417550604561115051e+03
3.742685370741482984e+03,2.299174977456656961e+03,2.278796861667588928e+03,2.329876490148938046e+03,2.392466820469085178e+03,2.371261837652617032e+03,2.424414084672414901e+03
3.748496993987976111e+03,2.305832621060588735e+03,2.285529132372485492e+03,2.336473300364274110e+03,2.399394606123109043e+03,2.378267278493703998e+03,2.431278568548532348e+03
3.754308617234468784e+03,2.312491582601785922e+03,2.292261680870198688e+03,2.343071041345016511e+03,2.406323763191318449e+03,2.385273008399392438e+03,2.438144020957003249e+03
3.760120240480961911e+03,2.319151819894917480e+03,2.298994473014350660e+03,2.349669679214611278e+03,2.413254247776660577e+03,2.392278991837772082e+03,2.445010406646690626e+03
3.765931863727455038e+03,2.325813290789118128e+03,2.305727474614944185e+03,2.356269180077552392e+03,2.420186016017947622e+03,2.399285193231545691e+03,2.451877690346737381e+03
3.771743486973948166e+03,2.332475953166011550e+03,2.312460651437261731e+03,2.362869510018397705e+03,2.427119024087798152e+03,2.406291576956878544e+03,2.458745836765540844e+03
3.777555110220440838e+03,2.339139764937789096e+03,2.319193969200795436e+03,2.369470635100798518e+03,2.434053228190638947e+03,2.413298107342290677e+03,2.465614810589743229e+03
3.783366733466933965e+03,2.345804684045280737e+03,2.325927393578177998e+03,2.376072521366527781e+03,2.440988584560698200e+03,2.420304748667540025e+03,2.472484576483219826e+03
3.789178356713427092e+03,2.352470668456086969e+03,2.332660890194149488e+03,2.382675134834534219e+03,2.447925049460059654e+03,2.427311465162546938e+03,2.479355099086098107e+03
3.794989979959919765e+03,2.359137676162695698e+03,2.339394424624511430e+03,2.389278441500000099e+03,2.454862579176704912e+03,2.434318221006309159e+03,2.486226343013771839e+03
3.800801603206412892e+03,2.365805665180660071e+03,2.346127962395146824e+03,2.395882407333417632e+03,2.461801130022617144e+03,2.441324980325880915e+03,2.493098272855945652e+03
3.806613226452906019e+03,2.372474593546776305e+03,2.352861468981001053e+03,2.402486998279662657e+03,2.468740658331883878e+03,2.448331707195311083e+03,2.499970853175665980e+03
3.812424849699398692e+03,2.379144419317298343e+03,2.359594909805119642e+03,2.409092180257090604e+03,2.475681120458839359e+03,2.455338365634641377e+03,2.506844048508383821e+03
3.818236472945891819e+03,2.385815100566166620e+03,2.366328250237682369e+03,2.415697919156635635e+03,2.482622472776225550e+03,2.462344919608906366e+03,2.513717823361016144e+03
3.824048096192384946e+03,2.392486595383264103e+03,2.373061455595055122e+03,2.422304180840929348e+03,2.489564671673367684e+03,2.469351333027139844e+03,2.520592142211029568e+03
3.829859719438877619e+03,2.399158861872687794e+03,2.379794491138853573e+03,2.428910931143407197e+03,2.496507673554386656e+03,2.476357569741405314e+03,2.527466969505508587e+03
3.835671342685370746e+03,2.405831858151047527e+03,2.386527322075027769e+03,2.435518135867458113e+03,2.503451434836422777e+03,2.483363593545841468e+03,2.534342269660272905e+03
3.841482965931863873e+03,2.412505542345785216e+03,2.393259913552943999e+03,2.442125760785540933e+03,2.510395911947886816e+03,2.490369368175706768e+03,2.541218007058957483e+03
3.847294589178356546e+03,2.419179872593503205e+03,2.399992230664498038e+03,2.448733771638353119e+03,2.517341061326723320e+03,2.497374857306458580e+03,2.548094146052145788e+03
3.853106212424849673e+03,2.425854807038331273e+03,2.406724238443226113e+03,2.455342134133968557e+03,2.524286839418707586e+03,2.504380024552825944e+03,2.554970650956474856e+03
3.858917835671342800e+03,2.432530303830295452e+03,2.413455901863430881e+03,2.461950813947008555e+03,2.531233202675751727e+03,2.511384833467900989e+03,2.561847486053772627e+03
